No.,Layer (대분류),Category (중분류),Sub-category (소분류),회사명,구분,상장여부,HQ지역,Company Mission,한줄 설명 (비고),중요도
424,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,AI Writing,Grammarly,AI Writing,비상장,미국,Responsible AI that helps you communicate,"AI 작문 보조, 30M+ DAU, $13B 기업가치",High
425,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,Presentations,Gamma,Presentations,비상장,미국,A new medium for presenting ideas,"AI 프레젠테이션/문서 생성, 50M+ 사용자, $20M ARR",High
426,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,Meeting AI,Otter.ai,Meeting AI,비상장,미국,AI meeting assistant,"업계 선도 실시간 회의 전사, OtterPilot",High
427,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,Meeting AI,Fireflies.ai,Meeting AI,비상장,미국,AI meeting notes and transcription,"회의 녹음/전사/요약, AskFred AI",High
428,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,AI Copywriting,Copy.ai,AI Copywriting,비상장,미국,Go-to-market AI platform,"마케팅 카피/워크플로우 자동화, 90+ 템플릿",Medium
429,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,Productivity,Notion AI,Productivity,비상장,미국,The connected workspace with AI,AI 기반 지식 관리 및 생산성 도구,High
430,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,Meeting Mgmt,Fellow,Meeting Mgmt,비상장,캐나다,AI-powered meeting management,"AI 회의 안건, 액션 아이템, 피드백, $34M+ 유치",Medium
431,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,Presentations,Beautiful.ai,Presentations,비상장,미국,AI-driven smart presentations,"AI 스마트 프레젠테이션 템플릿, $32M+ 유치",Medium
432,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,AI Calendar,Reclaim.ai,AI Calendar,비상장,미국,AI calendar management,"AI 캘린더 관리, 자동 스케줄링, $25M+ 유치",Low
433,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,Meeting AI,Fathom,Meeting AI,비상장,미국,AI meeting summaries,"빠른 회의 요약, CRM 통합, 무료 코어",Medium
434,G. Enterprise AI Applications,G3. AI Productivity & Collaboration,AI Notes,Mem,AI Notes,비상장,미국,AI-native note taking,"AI 네이티브 노트, Deep Search/Copilot, $29M+ 유치",Low
435,G. Enterprise AI Applications,"G4. AI Search, Browser & Consumer",AI Search,Perplexity AI,AI Search,비상장,미국,Ask anything. Get answers.,"AI 대화형 검색, 780M+ 쿼리/월, $20B+ 기업가치",High
436,G. Enterprise AI Applications,"G4. AI Search, Browser & Consumer",AI Browser,Dia (The Browser Company),AI Browser,인수(Atlassian),미국,AI-native browser experience,"AI 네이티브 브라우저, Atlassian $610M 인수",High
437,G. Enterprise AI Applications,"G4. AI Search, Browser & Consumer",AI Search,You.com,AI Search,비상장,미국,Your AI search engine,"맞춤형 AI 검색, 전 Salesforce 수석과학자 설립",Medium
438,G. Enterprise AI Applications,"G4. AI Search, Browser & Consumer",Developer Search,Phind,Developer Search,비상장,미국,AI search for developers,개발자/기술 쿼리 최적화 AI 검색,Medium
439,G. Enterprise AI Applications,"G4. AI Search, Browser & Consumer",Neural Search,Exa AI,Neural Search,비상장,미국,Semantic web search API for AI,"AI 앱용 시맨틱 웹 검색 API, $22M+ 유치",Medium
440,G. Enterprise AI Applications,"G4. AI Search, Browser & Consumer",AI Browser,Opera,AI Browser,상장,노르웨이,Innovation that's simply better,"Aria AI 챗봇 탑재 브라우저, AI는 기능 수준",Medium
441,G. Enterprise AI Applications,"G4. AI Search, Browser & Consumer",Privacy Search,Brave AI,Privacy Search,비상장,미국,Privacy-first AI search,프라이버시 브라우저 내 Llama/Mistral 기반 AI 검색,Medium
442,G. Enterprise AI Applications,G5. Industrial/Process AI,Quality Inspection,Landing AI,Quality Inspection,비상장,미국,Computer vision for manufacturing,"Andrew Ng 설립, 노코드 CV 제조 검사",High
443,G. Enterprise AI Applications,G5. Industrial/Process AI,Mfg AI Platform,Tulip Interfaces,Mfg AI Platform,비상장,미국,No-code frontline manufacturing,"노코드 제조, 43K 앱, 60K 작업자, $1.3B 기업가치",High
444,G. Enterprise AI Applications,G5. Industrial/Process AI,Predictive Maint,Augury,Predictive Maint,비상장,이스라엘/미국,Machine health via AI,"음향/진동 기반 예측 정비, $369M 유치",High
445,G. Enterprise AI Applications,G5. Industrial/Process AI,Process Optimization,AspenTech,Process Optimization,상장,미국,Industrial AI for sustainability,"40+ 년 프로세스 산업, AI 예측 정비 Mtell",High
446,G. Enterprise AI Applications,G5. Industrial/Process AI,Machine Vision,Cognex,Machine Vision,상장,미국,Machine vision for industry,"머신 비전 시장 리더, 딥러닝 통합 확대",High
447,G. Enterprise AI Applications,G5. Industrial/Process AI,Digital Twin,XMPro,Digital Twin,비상장,미국/호주,AI-powered intelligent business operations,"AI iBOS, Multi-Agent Generative Systems",Medium
448,G. Enterprise AI Applications,G5. Industrial/Process AI,Industrial AI,SparkCognition,Industrial AI,비상장,미국,AI for critical industrial assets,"자산 보호/결함 예측, Boeing/국방 고객",Medium
449,G. Enterprise AI Applications,G5. Industrial/Process AI,Mfg Data,Sight Machine,Mfg Data,비상장,미국,Manufacturing data platform,"공장 데이터 통합/분석, Siemens/NVIDIA 파트너",Medium
450,G. Enterprise AI Applications,G5. Industrial/Process AI,Mfg IoT,iProd,Mfg IoT,비상장,이탈리아,Manufacturing monitoring and predictive AI,"SME 제조 모니터링, AiProd 예측 정비 기능",Low
451,G. Enterprise AI Applications,G5. Industrial/Process AI,Mfg Automation,Bright Machines,Mfg Automation,비상장,미국,Intelligent manufacturing automation,로보틱스+AI 비전 통합 지능형 제조 자동화,Medium
452,H. Vertical AI,H1. Healthcare & Life Science AI,Medical Imaging,Lunit,Medical Imaging,상장,한국,AI for conquering cancer,"AI 기반 암 진단, FDA 승인, Lancet 게재",High
453,H. Vertical AI,H1. Healthcare & Life Science AI,Ambient Clinical,Abridge,Ambient Clinical,비상장,미국,AI-powered clinical documentation,"의료 기록 자동화, Forbes AI 50",High
454,H. Vertical AI,H1. Healthcare & Life Science AI,Drug Discovery,Recursion Pharma,Drug Discovery,상장,미국,Decode biology to industrialize drug discovery,"AI 신약 발견, 주당 220만 실험, Exscientia 합병",High
455,H. Vertical AI,H1. Healthcare & Life Science AI,Drug Discovery,Isomorphic Labs,Drug Discovery,비상장,영국,AlphaFold-based drug discovery,"DeepMind 스핀오프, $600M 유치, Eli Lilly $1.7B 계약",High
456,H. Vertical AI,H1. Healthcare & Life Science AI,Drug Discovery,Insilico Medicine,Drug Discovery,비상장,홍콩,AI-powered drug discovery,최초 AI 발견 약물 Phase II 임상 입증,High
457,H. Vertical AI,H1. Healthcare & Life Science AI,Precision Medicine,Tempus AI,Precision Medicine,상장,미국,AI for precision medicine,"정밀 의학 AI, $334M Q3 매출 (+85% YoY)",High
458,H. Vertical AI,H1. Healthcare & Life Science AI,Digital Pathology,PathAI,Digital Pathology,비상장,미국,AI-powered pathology,"AI 병리학, FDA 승인 (2025.6), 전국 배포",High
459,H. Vertical AI,H1. Healthcare & Life Science AI,Radiology AI,Aidoc,Radiology AI,비상장,미국/이스라엘,AI for radiologists,"20+ FDA 승인, 900+ 병원, 월 3M 환자",High
460,H. Vertical AI,H1. Healthcare & Life Science AI,Clinical Triage,Viz.ai,Clinical Triage,비상장,미국,AI-powered clinical coordination,"최초 FDA AI 트리아지, 뇌졸중 치료 52% 단축",High
461,H. Vertical AI,H1. Healthcare & Life Science AI,Protein Models,EvolutionaryScale,Protein Models,비상장,미국,Foundation models for biology,"ESM3 단백질 모델, 5억년 진화 시뮬레이션, $142M",High
462,H. Vertical AI,H1. Healthcare & Life Science AI,Nurse Agent,Hippocratic AI,Nurse Agent,비상장,미국,The safest AI for healthcare,의료 특화 비진단 자율 간호사 에이전트,Medium
463,H. Vertical AI,H1. Healthcare & Life Science AI,Clinical Search,OpenEvidence,Clinical Search,비상장,미국,Evidence-based clinical AI,의사 전용 임상 가이드라인 및 지식 검색,Medium
464,H. Vertical AI,H1. Healthcare & Life Science AI,Biologics AI,Absci,Biologics AI,상장,미국,Zero-shot antibody design with AI,"제로샷 항체 AI, AstraZeneca $247M 계약",Medium
465,H. Vertical AI,H1. Healthcare & Life Science AI,Comp Chemistry,Schrodinger,Comp Chemistry,상장,미국,Transforming the way therapeutics are discovered,Zasocitinib Phase III 진행 중,Medium
466,H. Vertical AI,H1. Healthcare & Life Science AI,Doc AI,Upstage,Doc AI,비상장,한국,Enterprise AI with document intelligence,기업용 Solar LLM 및 지능형 문서 처리,Medium
467,H. Vertical AI,H2. Legal AI,General Legal,Harvey AI,General Legal,비상장,미국,AI for professional services,"법률 AI 1위, $195M ARR, $11B 기업가치, 100K+ 변호사",High
468,H. Vertical AI,H2. Legal AI,Contract Mgmt,Ironclad,Contract Mgmt,비상장,미국,Digital contracting for modern business,"계약 관리, $3.2B 기업가치, L'Oreal/OpenAI 고객",High
469,H. Vertical AI,H2. Legal AI,eDiscovery,Relativity,eDiscovery,비상장,미국,Organize data. Discover truth,"AmLaw 200 중 199개 사용, $3.6B 기업가치",High
470,H. Vertical AI,H2. Legal AI,Contract AI,Luminance,Contract AI,비상장,영국,AI for legal professionals,"MoE 아키텍처, Forbes AI 50",High
471,H. Vertical AI,H2. Legal AI,Legal Research,CoCounsel (TR),Legal Research,인수,미국,AI legal research assistant,"최초 AI 법률 어시스턴트, Westlaw 통합",High
472,H. Vertical AI,H2. Legal AI,PI Law,EvenUp,PI Law,비상장,미국,AI for personal injury,"PI 특화 AI, Piai 자체 모델",Medium
473,H. Vertical AI,H2. Legal AI,Litigation,Everlaw,Litigation,비상장,미국,Cloud-native litigation platform,"클라우드 소송 플랫폼, $200M+ 유치",Medium
474,H. Vertical AI,H3. Financial Services AI,Fraud Detection,Feedzai,Fraud Detection,비상장,포르투갈/미국,Fighting financial crime with AI,"Fortune 500 80%, 북미 5대 은행 중 4개",High
475,H. Vertical AI,H3. Financial Services AI,Market Intel,AlphaSense,Market Intel,비상장,미국,The leading AI market intelligence platform,"투자은행 80%, S&P 100 88% 사용",High
476,H. Vertical AI,H3. Financial Services AI,AI Lending,Upstart,AI Lending,상장,미국,AI lending marketplace,"1,500+ 데이터 포인트, 90% 자동 승인",High
477,H. Vertical AI,H3. Financial Services AI,Insurance AI,Lemonade,Insurance AI,상장,미국,AI-native insurance,"AI 네이티브 보험, $1.16B IFP (+30% YoY)",Medium
478,H. Vertical AI,H3. Financial Services AI,Financial Agent,Rogo,Financial Agent,비상장,미국,AI agents for investment banking,"딜팀용 자율 에이전트, $75M Series C",Medium
479,H. Vertical AI,H3. Financial Services AI,Credit Scoring,Zest AI,Credit Scoring,비상장,미국,Fair and transparent AI lending,"20-30% 더 많은 승인, 편향 감소",Medium
480,H. Vertical AI,H3. Financial Services AI,Claims AI,Tractable,Claims AI,비상장,영국,AI for accident and disaster recovery,차량/재산 피해 CV 평가,Medium
481,H. Vertical AI,H3. Financial Services AI,AML/Compliance,ComplyAdvantage,AML/Compliance,비상장,영국,AI for financial crime detection,AML/제재 AI 사기 탐지,Medium
482,H. Vertical AI,H4. Defense & Government AI,Autonomous Systems,Anduril Industries,Autonomous Systems,비상장,미국,Transforming defense capabilities,"Lattice OS, 자율 시스템, $30.5B 기업가치",High
483,H. Vertical AI,H4. Defense & Government AI,Autonomous Drones,Shield AI,Autonomous Drones,비상장,미국,AI pilot for defense,"Hivemind AI 파일럿, $12.7B 기업가치, $2B 유치",High
484,H. Vertical AI,H4. Defense & Government AI,Autonomous Naval,Saronic,Autonomous Naval,비상장,미국,Autonomous surface vessels for defense,"자율 수상 함정, $9.25B 기업가치, $1.75B 유치",High
485,H. Vertical AI,H4. Defense & Government AI,Defense Analytics,Palantir,Defense Analytics,상장,미국,Build the world's best software,Foundry/AIP 국방/정보 AI 분석 리더,High
486,H. Vertical AI,H4. Defense & Government AI,European Defense,Helsing,European Defense,비상장,독일,AI for European defense,"전장 정보 실시간 분석, 유럽 방어 AI, EUR 12B",High
487,H. Vertical AI,H4. Defense & Government AI,Autonomous Drones,Skydio,Autonomous Drones,비상장,미국,Autonomous drones made in America,"미국산 자율 드론, $1.2B 수주잔고",High
488,H. Vertical AI,H4. Defense & Government AI,Intelligence AI,Vannevar Labs,Intelligence AI,비상장,미국,AI for national security,"국가 안보 AI, Forbes AI 50",Medium
489,H. Vertical AI,H4. Defense & Government AI,Edge/Defense,Nota AI,Edge/Defense,비상장,한국,Edge AI model optimization,"엣지 AI 모델 최적화, 지능형 교통 시스템",Medium
490,H. Vertical AI,H5. Supply Chain & Logistics AI,Supply Chain Plan,Blue Yonder,Supply Chain Plan,비상장,미국,Fulfill your potential,"AI Orchestrator, E2E 공급망, Panasonic 계열",High
491,H. Vertical AI,H5. Supply Chain & Logistics AI,Integrated Plan,o9 Solutions,Integrated Plan,비상장,미국,AI-powered planning and analytics,"Digital Brain, 계획+분석 통합",High
492,H. Vertical AI,H5. Supply Chain & Logistics AI,Concurrent Plan,Kinaxis,Concurrent Plan,상장,캐나다,Powering agile supply chains,"Fortune 500 고객, 동시 계획 플랫폼",High
493,H. Vertical AI,H5. Supply Chain & Logistics AI,SC Intelligence,Altana AI,SC Intelligence,비상장,미국,AI-mapped global supply network,ML 기반 글로벌 공급망 매핑,High
494,H. Vertical AI,H5. Supply Chain & Logistics AI,SC Visibility,FourKites,SC Visibility,비상장,미국,Real-time predictive visibility,실시간 예측 추적,Medium
495,H. Vertical AI,H5. Supply Chain & Logistics AI,Movement Intel,project44,Movement Intel,비상장,미국,Supply chain visibility platform,수십억 배송 데이터 포인트,Medium
496,H. Vertical AI,"H6. Marketing, Sales & AdTech AI",Revenue AI,Gong,Revenue AI,비상장,미국,Unlock reality to guide revenue teams,"35억+ 대화 분석, 4,500+ 고객",High
497,H. Vertical AI,"H6. Marketing, Sales & AdTech AI",ABM/Intent,6sense,ABM/Intent,비상장,미국,Know everything. Do anything,수조 인텐트 신호 분석,High
498,H. Vertical AI,"H6. Marketing, Sales & AdTech AI",Revenue Ops,Clari,Revenue Ops,비상장,미국,Revenue operations platform,98% 예측 정확도,High
499,H. Vertical AI,"H6. Marketing, Sales & AdTech AI",Sales Intel,ZoomInfo,Sales Intel,상장,미국,Intelligence-powered GTM,"3억+ 컨택, Chorus.ai 보유",High
500,H. Vertical AI,"H6. Marketing, Sales & AdTech AI",Sales Engage,Outreach,Sales Engage,비상장,미국,The sales execution platform,ML 최적화 멀티채널 아웃리치,High
501,H. Vertical AI,"H6. Marketing, Sales & AdTech AI",Marketing AI,Persado,Marketing AI,비상장,미국,Motivation AI for marketing,감성 AI 카피로 평균 41% 전환율 향상,Medium
502,H. Vertical AI,"H6. Marketing, Sales & AdTech AI",Data Enrichment,Clay,Data Enrichment,비상장,미국,Creative data enrichment for GTM,"75+ 데이터소스, AI 리서치 자동화",Medium
503,H. Vertical AI,H7. HR & Talent AI,Talent Intelligence,Eightfold AI,Talent Intelligence,비상장,미국,AI for talent intelligence,16억+ 커리어 프로필 분석,High
504,H. Vertical AI,H7. HR & Talent AI,Talent Experience,Phenom,Talent Experience,비상장,미국,AI-powered talent experience,"풀 라이프사이클, Workday/SAP 통합",High
505,H. Vertical AI,H7. HR & Talent AI,Recruiting AI,Paradox AI,Recruiting AI,비상장,미국,Conversational recruiting AI,"Olivia AI, 100+ 언어, 대량 채용",High
506,H. Vertical AI,H7. HR & Talent AI,Talent Marketplace,Gloat,Talent Marketplace,비상장,미국/이스라엘,AI talent marketplace,"AI 내부 이동성, Loomra 시맨틱 레이어",Medium
507,H. Vertical AI,H7. HR & Talent AI,People Analytics,Visier AI,People Analytics,비상장,캐나다,People analytics with AI,"Vee AI 코파일럿, Bersin AI Trailblazer",Medium
508,H. Vertical AI,H8. Climate & Sustainability AI,Carbon Management,Watershed,Carbon Management,비상장,미국,Enterprise climate platform,Walmart/Airbnb/Stripe/BlackRock 고객,High
509,H. Vertical AI,H8. Climate & Sustainability AI,Carbon Accounting,Persefoni,Carbon Accounting,비상장,미국,AI-powered carbon accounting,"PersefoniAI LLM, 8,000+ 조직",High
510,H. Vertical AI,H8. Climate & Sustainability AI,Weather Intel,Tomorrow.io,Weather Intel,비상장,미국,Weather intelligence for everyone,자체 위성+ML 기상 예측,High
511,H. Vertical AI,H8. Climate & Sustainability AI,Carbon Verification,Pachama,Carbon Verification,비상장,미국,AI and satellite forest carbon monitoring,AI+위성 산림 탄소 모니터링,Medium
512,H. Vertical AI,H8. Climate & Sustainability AI,Climate Risk,ClimateAI,Climate Risk,비상장,미국,Climate risk analytics,공급망/농업 기후 리스크 분석,Medium
513,H. Vertical AI,H9. Education AI,Language Learning,Duolingo,Language Learning,상장,미국,Making learning fun and accessible,"100M+ MAU, GPT-4 기반 Duolingo Max",High
514,H. Vertical AI,H9. Education AI,AI Tutoring,Khan Academy (Khanmigo),AI Tutoring,비영리,미국,Free world-class education for anyone,소크라틱 GPT-4 튜터링,High
515,H. Vertical AI,H9. Education AI,Academic Integrity,Turnitin AI,Academic Integrity,비상장,미국,Academic integrity for global education,"AI 작성 탐지, 16,000+ 교육기관",High
516,H. Vertical AI,H9. Education AI,Language AI,Speak,Language AI,비상장,미국/한국,The best way to learn a language,"생성형 AI 기반 언어 학습, Forbes AI 50",Medium
517,H. Vertical AI,H9. Education AI,Language AI,ELSA Speak,Language AI,비상장,미국,AI pronunciation coach,"발음 AI, 50M+ 사용자",Medium
518,H. Vertical AI,H10. Autonomous Vehicles,Robotaxi,Waymo,Robotaxi,비상장,미국,Making it safe and easy for everyone to get around,"L4 자율주행 리더, 주당 450K+ 유료 탑승",High
519,H. Vertical AI,H10. Autonomous Vehicles,AV Trucking,Aurora Innovation,AV Trucking,상장,미국,Delivering the benefits of self-driving technology,"자율 상용 트럭, 100K+ 무사고 무인주행 마일",High
520,H. Vertical AI,H10. Autonomous Vehicles,End-to-End AV,Wayve,End-to-End AV,비상장,영국,AI-first autonomous driving,"E2E AI 자율주행, SoftBank $1B+ 투자",High
521,H. Vertical AI,H10. Autonomous Vehicles,ADAS/AV,Mobileye,ADAS/AV,상장,이스라엘,Driving the future of mobility,ADAS/AV 소프트웨어 선두,High
522,H. Vertical AI,H10. Autonomous Vehicles,Robotaxi,Zoox,Robotaxi,비상장,미국,Purpose-built autonomous vehicles,Amazon 계열 자율주행,Medium
523,H. Vertical AI,H10. Autonomous Vehicles,Robotaxi,Pony.ai,Robotaxi,상장,중국,Building the safest autonomous mobility,"로보택시/트럭, NYSE 상장",High
524,H. Vertical AI,H10. Autonomous Vehicles,Autonomous Freight,Einride,Autonomous Freight,비상장,스웨덴,Intelligent movement of goods,자율 전기 화물 운송,Medium
525,H. Vertical AI,H10. Autonomous Vehicles,FSD,Tesla (FSD),FSD,상장,미국,Accelerating sustainable transport,Full Self-Driving AI 기반 자율주행 기능,High
526,H. Vertical AI,H11. Agriculture & Geospatial AI,Precision Farm,John Deere (See & Spray),Precision Farm,상장,미국,Technology for life's biggest leaps,"CV 기반 정밀 농업, 제초제 77% 절감",High
527,H. Vertical AI,H11. Agriculture & Geospatial AI,Satellite AI,Planet Labs,Satellite AI,상장,미국,Using space to help life on Earth,지구관측 위성+AI 분석,High
528,H. Vertical AI,H11. Agriculture & Geospatial AI,Geospatial Intel,BlackSky,Geospatial Intel,상장,미국,Real-time geospatial intelligence,실시간 지리공간 정보 및 모니터링,Medium
529,H. Vertical AI,H11. Agriculture & Geospatial AI,Ag Data,Gro Intelligence,Ag Data,비상장,미국,Global food system analytics,농업/금융 예측 분석,Medium
530,H. Vertical AI,H11. Agriculture & Geospatial AI,Precision Ag,Taranis,Precision Ag,비상장,이스라엘/미국,AI-powered crop intelligence,초고해상도 항공 AI 작물 분석,Medium
531,I. Security & Governance,I1. AI Security & Safety,Cloud Security,Wiz,Cloud Security,비상장,미국,Securing everything you build and run in the cloud,"Google 인수 추진, 클라우드 보안 리더",High
532,I. Security & Governance,I1. AI Security & Safety,Endpoint,CrowdStrike,Endpoint,상장,미국,We stop breaches,Charlotte AI 에이전틱 보안 플랫폼 선두,High
533,I. Security & Governance,I1. AI Security & Safety,Network,Palo Alto Networks,Network,상장,미국,Securing the digital future,Prisma Cloud 인프라 보안 최강자,High
534,I. Security & Governance,I1. AI Security & Safety,Zero Trust,Zscaler,Zero Trust,상장,미국,Securing digital transformation,AI 기반 제로 트러스트 네트워크 보안,High
535,I. Security & Governance,I1. AI Security & Safety,Endpoint,SentinelOne,Endpoint,상장,미국,Autonomous cybersecurity platform,Purple AI 자율형 엔드포인트 보안,High
536,I. Security & Governance,I1. AI Security & Safety,AI Agent Sec,Noma Security,AI Agent Sec,비상장,이스라엘,AI agent threat detection,AI 에이전트 전용 위협 탐지 방어,Medium
537,I. Security & Governance,I1. AI Security & Safety,ML Security,Protect AI,ML Security,인수(PANW),미국,AI/ML security lifecycle,Palo Alto Networks ~$700M 인수,High
538,I. Security & Governance,I1. AI Security & Safety,AI Security,Robust Intelligence,AI Security,인수(Cisco),미국,AI security and red teaming,"Cisco AI Defense로 통합, ~$400M",High
539,I. Security & Governance,I1. AI Security & Safety,Prompt Protection,Lakera AI,Prompt Protection,인수(Check Point),스위스,Protecting AI applications,Check Point ~$300M 인수,High
540,I. Security & Governance,I1. AI Security & Safety,FHE Security,Zama,FHE Security,비상장,프랑스,Fully homomorphic encryption for AI,동형 암호 기반 보안 AI 연산,Medium
541,I. Security & Governance,I1. AI Security & Safety,ML Model Sec,HiddenLayer,ML Model Sec,비상장,미국,ML model attack defense,ML 모델 공격 방어/보안 모니터링,Medium
542,I. Security & Governance,I1. AI Security & Safety,Agent Security,Zenity,Agent Security,비상장,이스라엘,AI agent security platform,AI 에이전트 보안 선구자,Medium
543,I. Security & Governance,I1. AI Security & Safety,Auto Security,Darktrace,Auto Security,상장,영국,Self-learning cyber defense,자율 학습 기반 실시간 사이버 방어,Medium
544,I. Security & Governance,I1. AI Security & Safety,Network Sec,Fortinet,Network Sec,상장,미국,Powering and securing the AI-driven enterprise,AI 기반 보안 패브릭 및 방화벽,High
545,I. Security & Governance,I1. AI Security & Safety,Cloud Security,Orca Security,Cloud Security,비상장,이스라엘,Agentless cloud security,에이전트리스 클라우드 보안,Medium
546,I. Security & Governance,I1. AI Security & Safety,Data Security,Cyera,Data Security,비상장,미국/이스라엘,AI data security posture management,AI DSPM 리더,Medium
547,I. Security & Governance,I1. AI Security & Safety,Email Security,Abnormal Security,Email Security,비상장,미국,AI-powered email security,행동 분석 이메일 보안,Medium
548,I. Security & Governance,I1. AI Security & Safety,Asset Security,Armis,Asset Security,비상장,미국,Asset intelligence for cybersecurity,AI 자산 탐지/취약점 진단,Medium
549,I. Security & Governance,I1. AI Security & Safety,vCISO,Cynomi,vCISO,비상장,이스라엘,AI-powered virtual CISO,AI 자동 vCISO 플랫폼,Low
550,I. Security & Governance,I1. AI Security & Safety,IAM,Descope,IAM,비상장,미국/이스라엘,Identity for AI agents,AI 에이전트 전용 신원 관리(IAM),Low
551,I. Security & Governance,I2. AI Governance & Compliance,AI Governance,Credo AI,AI Governance,비상장,미국,Responsible AI governance platform,"AI 리스크 모니터링, Gartner Cool Vendor 2025",High
552,I. Security & Governance,I2. AI Governance & Compliance,Compliance,OneTrust,Compliance,비상장,미국,Trust intelligence platform,데이터 프라이버시 및 AI 준거성 관리 1위,High
553,I. Security & Governance,I2. AI Governance & Compliance,Data Governance,Collibra,Data Governance,비상장,벨기에,Data intelligence for every organization,전사적 데이터 거버넌스 및 품질 관리 리더,High
554,I. Security & Governance,I2. AI Governance & Compliance,AI Monitoring,Fiddler AI,AI Monitoring,비상장,미국,AI Control Plane for enterprise agents,"모델 설명 가능성/성능/편향 추적, CB Insights AI 100",Medium
555,I. Security & Governance,I2. AI Governance & Compliance,AI Monitoring,Arthur AI,AI Monitoring,비상장,미국,AI monitoring and governance,"편향/할루시네이션 모니터링, $60M+ 유치",Medium
556,I. Security & Governance,I2. AI Governance & Compliance,AI Governance,Holistic AI,AI Governance,비상장,영국,AI risk audit and compliance,AI 리스크 감사 및 규정 준수,Medium
557,I. Security & Governance,I2. AI Governance & Compliance,AI Governance,Trail,AI Governance,비상장,독일,AI development audit trails,AI 개발 감사 추적 및 자동화 문서 생성,Low
558,I. Security & Governance,I2. AI Governance & Compliance,AI Governance,FairNow,AI Governance,비상장,미국,AI bias diagnosis and risk management,AI 편향성 진단 및 리스크 관리 자동화,Low
559,I. Security & Governance,I2. AI Governance & Compliance,AI Governance,VerifyWise,AI Governance,비상장,미국,Open-source responsible AI,오픈소스 기반 책임 있는 AI 개발 플랫폼,Low
560,I. Security & Governance,I2. AI Governance & Compliance,ML Infra,Reliabl AI,ML Infra,비상장,미국,Production ML infrastructure,비즈니스용 고품질 ML 모델 빌드 인프라,Low
561,I. Security & Governance,I3. AI Observability & AIOps,Full-Stack,Datadog,Full-Stack,상장,미국,Modern monitoring and analytics,"LLM Observability, AI-SPM, $2.7B+ 매출",High
562,I. Security & Governance,I3. AI Observability & AIOps,AIOps,Dynatrace,AIOps,상장,미국,Software intelligence for the enterprise,"Davis AI 엔진, Forrester Leader AIOps Q2 2025",High
563,I. Security & Governance,I3. AI Observability & AIOps,Observability,Grafana Labs,Observability,비상장,미국,Open and composable observability,"GenAI/LLM/벡터DB/GPU 옵저버빌리티, $6B",High
564,I. Security & Governance,I3. AI Observability & AIOps,ML Observability,Arize AI,ML Observability,비상장,미국,AI observability platform,"선도 AI 옵저버빌리티, Phoenix OSS, $131M 유치",High
565,I. Security & Governance,I3. AI Observability & AIOps,Data+AI Obs,Monte Carlo Data,Data+AI Obs,비상장,미국,Data reliability for AI,"데이터+AI 옵저버빌리티, $236M+ 유치",High
566,I. Security & Governance,I3. AI Observability & AIOps,AIOps,BigPanda,AIOps,비상장,미국,AIOps event correlation,"알람 95%+ 감소, $1.2B 기업가치",Medium
567,I. Security & Governance,I3. AI Observability & AIOps,AI Obs/Security,WhyLabs,AI Obs/Security,비상장,미국,Privacy-preserving AI observability,"프라이버시 우선, 프롬프트 인젝션 탐지 <300ms",Medium
568,I. Security & Governance,I3. AI Observability & AIOps,ML Monitoring,Evidently AI,ML Monitoring,비상장,영국/미국,Open-source ML monitoring,오픈소스 드리프트/품질 모니터링,Medium
569,I. Security & Governance,I3. AI Observability & AIOps,ML Monitoring,Aporia,ML Monitoring,비상장,이스라엘,ML monitoring and guardrails,"드리프트 탐지 및 GenAI 가드레일, $25M+ 유치",Medium
570,I. Security & Governance,I3. AI Observability & AIOps,DCIM,Sunbird,DCIM,비상장,미국,Real-time DC monitoring,실시간 DC 모니터링 및 자원 최적화 SW,Medium
571,I. Security & Governance,I3. AI Observability & AIOps,DCIM,Nlyte Software,DCIM,비상장,미국,Hybrid cloud infrastructure management,하이브리드 클라우드 인프라 자동화 관리,Low
572,I. Security & Governance,I4. Edge AI Infrastructure,Edge AI Infra,Cloudflare Workers AI,Edge AI Infra,상장,미국,Help build a better Internet,"330+ DC에서 서버리스 AI 추론, Q3 2025 4,000% 성장",High
573,I. Security & Governance,I4. Edge AI Infrastructure,Edge AI Opt,Nota AI,Edge AI Opt,비상장,한국,Edge AI model optimization,"모델 90% 축소, CB Insights AI 100",Medium
574,I. Security & Governance,I4. Edge AI Infrastructure,Edge AI Opt,Latent AI,Edge AI Opt,비상장,미국,AI optimization for edge devices,리소스 제한 엣지용 AI 모델 최적화,Low
575,I. Security & Governance,I4. Edge AI Infrastructure,Edge SoC,SiMa.ai,Edge SoC,비상장,미국,Edge ML system-on-chip,"50+ TOPS at sub-5W, 임베디드 비전",Medium
576,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Humanoid,Figure AI,Humanoid,비상장,미국,Building the world's first commercially viable humanoid,"Figure 02 범용 휴머노이드, OpenAI 협력",High
